ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
2,10,1764.4584332533973,208.44244604316546,0,10
2,11,970.2338666666667,216.7104,0,11
2,12,727.8516441498853,212.09074687738976,0,12
2,13,1444.543940264216,277.94371051120044,0,13
2,14,1012.2228059332509,285.64555006180467,0,14
2,15,1092.0362953692115,297.2252816020025,0,15
2,16,1072.3065231158962,321.86447118429385,0,16
2,17,1123.7899244332493,302.9531486146096,0,17
2,18,1040.4288377874457,326.5183343691734,0,18
2,19,1395.1377812870114,324.3292538491907,0,19
2,20,44.71867704280156,322.5649805447471,0,20
2,21,1148.6883333333333,325.6277777777778,0,21
2,22,1104.553415061296,339.11908931698775,0,22
2,23,369.03805686142823,333.6478620998433,0,23
2,24,1186.0561199806482,346.1446540880503,0,24
2,25,1571.7209446861405,364.0447482908639,0,25
2,26,1078.6640173410406,371.33020231213874,0,26
2,27,1619.5219594594594,376.9037162162162,0,27
2,28,1484.9266552511415,370.9643264840183,0,28
2,29,1656.6655910824288,392.6960985626283,0,29
2,30,795.3373688458435,400.8357546408394,0,30
2,31,1602.3317353787152,412.633748801534,0,31
2,32,1700.981288981289,404.0765765765766,0,32
2,33,1644.3372093023256,437.4938800489596,0,33
2,34,660.7952522255193,443.66384061042817,0,34
2,35,1347.4321301474326,506.7208947635994,0,35
2,36,1309.4976204640095,484.0936942296252,0,36
2,37,1297.1741741741741,527.4224224224224,0,37
2,38,1225.4721485411142,534.646835922698,0,38
2,39,1334.5222672064776,552.5035425101214,0,39
2,40,982.3182165605095,583.9332484076433,0,40
2,41,1870.2674757281554,594.4065533980582,0,41
2,42,1462.4708005249345,643.6213910761155,0,42
2,43,998.5650085763293,646.7670668953688,0,43
2,44,1309.811931611495,645.5209166969807,0,44
2,45,641.358678343949,668.7213375796179,0,45
2,46,1236.6998857795545,665.3994860079954,0,46
2,47,1256.087534863763,713.429950654366,0,47
2,48,1879.3450669310857,691.0984134853743,0,48
2,49,1870.5143745143746,746.8076923076923,0,49
2,50,1925.4392215568862,746.3820359281438,0,50
2,51,1830.9960317460318,754.6860670194003,0,51
2,52,1900.6664411366712,791.2094046008119,0,52
2,53,532.3119853613906,785.8526989935956,0,53
2,54,1060.965019433648,799.8650749583564,0,54
2,55,561.0482573726541,813.3045576407507,0,55
2,56,580.9135906040268,826.4144295302013,0,56
2,57,1100.2688736374646,824.6144529672991,0,57
2,58,143.3196261682243,832.3953271028038,0,58
2,59,635.2063457330415,843.5789934354485,0,59
2,60,1509.6140131373163,877.9077259931186,0,60
2,61,1094.6534772182254,888.294964028777,0,61
2,62,1111.6239766081871,930.3561403508772,0,62
2,63,1199.9836226662298,930.3137897150344,0,63
2,64,1300.2974180734857,933.5526315789474,0,64
2,65,870.8397212543554,951.4696089818041,0,65
2,66,1293.8092002090957,970.8865656037638,0,66
2,67,1463.5255126371005,1018.3986647591798,0,67
2,68,1428.9525386313467,1023.9365342163355,0,68
2,69,719.5742296918768,1101.1423902894492,0,69
2,70,608.3214665249734,1111.539851222104,0,70
2,71,790.1316658801321,1123.6767343086362,0,71
2,72,618.9873344847438,1142.7524467472654,0,72
2,73,635.9480362537764,1164.7444108761329,0,73
2,74,1925.7329324372126,1173.3257870534135,0,74
2,75,269.00035739814155,1244.6426018584702,0,75
2,76,773.2509667440062,1270.093580819799,0,76
2,77,960.4353233830846,1277.6981757877281,0,77
2,78,68.87460567823344,1280.884069400631,0,78
2,79,92.78926615553121,1322.6519167579409,0,79
2,80,788.1290322580645,1310.220365332297,0,80
2,81,1147.150839904011,1319.3407610558793,0,81
2,82,1382.7366577718478,1315.8262174783188,0,82
2,83,1414.28893129771,1356.269465648855,0,83
2,84,1701.510101010101,1384.916896235078,0,84
2,85,401.1494167287168,1381.8711839166047,0,85
2,86,841.4969150450878,1402.622211675368,0,86
2,87,83.35089078233928,1419.0728117738188,0,87
2,88,321.26585468290637,1456.5258294834102,0,88
2,89,195.54352441613588,1459.9432817713073,0,89
2,90,914.5046875,1478.732421875,0,90
2,91,1823.618304254668,1475.4576063666973,0,91
2,92,1540.0287195851615,1503.5684084563222,0,92
2,93,332.7228666114333,1506.801988400994,0,93
2,94,687.0369098712447,1534.7287553648068,0,94
2,95,518.9396384764364,1532.567462879277,0,95
2,96,585.8256939961266,1601.5390574564235,0,96
2,97,256.73730447825153,1613.1992714806086,0,97
2,98,340.7701149425287,1598.444895199459,0,98
2,99,324.520023557126,1636.8409893992932,0,99
2,100,956.1774794929157,1780.6502609992542,0,100
2,101,1427.3052269305226,1812.4656915465691,0,101
2,102,1208.2476147205816,1804.1069968196275,0,102
2,103,1040.7407407407406,1910.2611882716049,0,103
2,104,936.3792253521127,2008.692957746479,0,104
3,1,1551.8142292490118,23.924242424242426,0,1
3,2,456.49638118214716,41.930036188178526,0,2
3,3,1798.5713187235679,157.70780469050365,0,3
3,4,1764.6714399363564,208.1332537788385,0,4
3,5,970.2848404255319,216.64175531914893,0,5
