ImageNumber,ObjectNumber,Intensity_MeanIntensity_BGS_mt,Intensity_MeanIntensity_BGS_other,Number_Object_Number
1,42,0.022263898187093744,0.00242131157493817,42
1,43,0.021530562252194248,0.004003786996289693,43
1,44,0.005731609607401046,0.0023560141398133163,44
1,45,0.006710928676214407,0.002289627686698249,45
1,46,0.006948484694707417,0.0022750894195844532,46
1,47,0.006117489807541675,0.0023031336470205645,47
1,48,0.009522516415416894,0.002663179083479448,48
1,49,0.0062936385377235496,0.002232300571654422,49
1,50,0.007791710867296508,0.002201757062097565,50
1,51,0.00637256949221601,0.0021922343050339633,51
1,52,0.029862160906001616,0.0030660904005487158,52
1,53,0.023803934776168996,0.005552794467689348,53
1,54,0.008514220018618467,0.0022840408209493907,54
1,55,0.027673100052079215,0.009358210921065271,55
1,56,0.017554336845242033,0.004562449120290796,56
1,57,0.006622943226253226,0.0023939360312998943,57
1,58,0.010889520607514297,0.0029653804410651476,58
1,59,0.012037651278388352,0.0024377822324798825,59
1,60,0.007691570362097362,0.0024886408017235294,60
1,61,0.017460479877559068,0.0027684754058365014,61
1,62,0.005697430576320218,0.002236421300288663,62
1,63,0.014340095367947859,0.0025610692198388277,63
1,64,0.007350921694678096,0.0023242215715605355,64
1,65,0.00614360212923444,0.002277881702885814,65
1,66,0.016751915488925264,0.003992593637813307,66
1,67,0.014098951114520532,0.0026035597093010364,67
1,68,0.007650419753885644,0.0024346201047033456,68
1,69,0.0479870874174214,0.002555396839154905,69
1,70,0.006731070715441095,0.002411017911879984,70
1,71,0.006692729951794202,0.0023817989295736824,71
1,72,0.0064844566678793165,0.002211058667917783,72
1,73,0.022561134013280294,0.0028050133791509596,73
1,74,0.006233508084632162,0.0021332966827670814,74
1,75,0.03163524188989011,0.003651629164613703,75
1,76,0.014887751535777502,0.0028853092908071943,76
1,77,0.007805533924250193,0.0024864040082821282,77
1,78,0.013888281792889217,0.002350867617140779,78
1,79,0.006391409146940299,0.0022530387628661728,79
1,80,0.04750231598933376,0.009563024149766668,80
1,81,0.009662800734343654,0.0033874748505364613,81
1,82,0.004885831598094691,0.002088308601168746,82
1,83,0.014527307194436696,0.0037051903973052743,83
1,84,0.008946182995381097,0.002220631084423927,84
1,85,0.007816301663746793,0.002343055919121527,85
1,86,0.006314346573994691,0.002461791610971256,86
1,87,0.005709500067610147,0.001980686637271023,87
1,88,0.009637405154204786,0.0022886230462500624,88
1,89,0.006655511119489318,0.002274259633333948,89
1,90,0.0058304491215848365,0.002113556988559678,90
1,91,0.011986428025475915,0.004688953259999225,91
1,92,0.006261751626740763,0.0021645073514358804,92
1,93,0.005866037514593743,0.0020079885268935393,93
1,94,0.019338106756512374,0.0023408120515003654,94
1,95,0.007809541277025788,0.002164807421433727,95
1,96,0.01284997321038258,0.0022110396831210044,96
